	uniprot_ids	substrates
34	O73937	succinate
35	O73937	caldariellaquinone
36	O73937	succinate
37	O73937	oxidized benzyl viologen
38	A0QPJ1	succinate
39	A0QPJ1	2,6-dichlorophenolindophenol
40	A0QPJ1	succinate
41	A0QPJ1	2,6-dichlorophenolindophenol
42	A0QPJ1	succinate
43	A0QPJ1	2,6-dichlorophenolindophenol
44	A0QT07	succinate
45	A0QT07	2,6-dichlorophenolindophenol
46	A0QT07	succinate
47	A0QT07	2,6-dichlorophenolindophenol
48	A0QT07	succinate
49	A0QT07	2,6-dichlorophenolindophenol
0	Q08210	L-dihydroorotate
1	Q08210	ubiquinone-0
2	Q08210	L-dihydroorotate
3	Q08210	ubiquinone-4
4	Q08210	L-dihydroorotate
5	Q08210	vitamin K3
6	Q08210	dihydroorotate
7	Q08210	O2
8	Q08210	dihydroorotate
9	Q08210	coenzyme Q
10	Q08210	dihydroorotate
11	Q08210	coenzyme Q1
12	Q08210	dihydroorotate
13	Q08210	coenzyme QD
14	Q08210	dihydroorotate
15	Q08210	acceptor
16	Q08210	L-dihydroorotate
17	Q08210	FMN
18	Q08210	L-dihydroorotate
19	Q08210	decylubiquinone
20	Q08210	L-dihydroorotate
21	Q08210	ubiquinone-6
22	P32746	dihydroorotate
23	P32746	2,5-dimethyl-p-benzoquinone
24	P32746	dihydroorotate
25	P32746	CoQ0
26	P32746	dihydroorotate
27	P32746	ubiquinone-50
28	P32746	dihydroorotate
29	P32746	decylplastoquinone
30	P32746	dihydroorotate
31	P32746	menadione
32	P32746	dihydroorotate
33	P32746	decylubiquinone
34	Q874I4	dihydroorotate
35	Q874I4	decylubiquinone
36	Q874I4	dihydroorotate
37	Q874I4	2,3-dimethoxy-5-methyl-1,4-benzoquinone
38	Q874I4	dihydroorotate
39	Q874I4	2,6-dichloroindophenol
40	Q874I4	dihydroorotate
41	Q874I4	potassium hexacyanoferrate(III)
42	Q874I4	dihydroorotate
43	Q874I4	ubiquinone 30
44	Q874I4	dihydroorotate
45	Q874I4	ubiquinone 50
46	Q874I4	more
47	Q02127	(S)-dihydroorotate
48	Q02127	2,6-dichlorophenolindophenol
49	Q02127	dihydroorotate
50	Q02127	2,6-dichlorophenolindophenol
51	Q02127	dihydroorotate
52	Q02127	acceptor
53	Q02127	more
54	Q63707	(S)-dihydroorotate
55	Q63707	ubiquinone
56	Q63707	(S)-dihydroorotate
57	Q63707	ubiquinone
58	Q63707	dihydroorotate
59	Q63707	acceptor
60	Q02172	(S)-dihydroorotate
61	Q02172	2,6-dichlorophenolindophenol
62	Q02172	(S)-dihydroorotate
63	Q02172	2,3-dimethoxy-5-methyl-6-(3-methyl-2-butenyl)-1,4-benzoquinone
64	Q02172	(S)-dihydroorotate
65	Q02172	decylubiquinone
0	P00363	succinate
1	P00363	menaquinone
2	P00363	fumarate
3	P00363	menaquinol
4	P00363	fumarate
5	P00363	menaquinol
6	P92507	succinate
7	P92507	rhodoquinone
8	P00363	succinate
9	P00363	ferricyanide
10	P00363	succinate
11	P00363	ubiquinone
12	P00363	fumarate
13	P00363	menaquinol
14	P00363	fumarate
15	P00363	menaquinol
16	P17412	fumarate
17	P17412	a quinol
18	P17412	succinate
19	P17412	a quinone
0	P49086	15-cis-phytoene
1	P49086	acceptor
2	B2X8P6	15-cis-phytoene
3	B2X8P6	acceptor
4	Q07356	15-cis-phytoene
5	Q07356	acceptor
6	A2XDA1	15-cis-phytoene
7	A2XDA1	2 decyl-plastoquinone
8	A2XDA1	more
0	E0AE54	zeta-carotene
1	E0AE54	2 AH2
2	E0AE54	2 O2
3	Q2PPX8	zeta-carotene
4	Q2PPX8	AH2
5	Q2PPX8	O2
0	Q9HKS9	2,3-di-O-geranylgeranylglyceryl phosphate
1	Q9HKS9	16 reduced ferredoxin [iron-sulfur] cluster
2	Q9HKS9	16 H+
3	Q4JA33	3-O-geranylgeranyl-sn-glycerol 1-phosphate
4	Q4JA33	reduced acceptor
5	Q4JA33	geranylgeranyl diphosphate
6	Q4JA33	reduced acceptor
7	Q4JA33	geranylgeranyl diphosphate
8	Q4JA33	reduced dithionite
9	Q4JA33	2,3-bis-O-geranylgeranyl-sn-glycerol 1-phosphate
10	Q4JA33	reduced acceptor
11	Q4JA33	more
12	O29786	2,3-bis-O-geranylgeranyl-sn-glycerol 1-phosphate
13	O29786	reduced acceptor
14	O29786	3-O-geranylgeranyl-sn-glycerol 1-phosphate
15	O29786	reduced acceptor
16	O29786	geranylgeranyl diphosphate
17	O29786	reduced acceptor
18	Q8TQP8	more
19	Q8TQP8	a 2,3-bis-(O-geranylgeranyl)-sn-glycero-phospholipid
20	Q8TQP8	16 dithionite
21	Q8TQP8	16 H+
22	Q8TQP8	a 2,3-bis-(O-geranylgeranyl)-sn-glycero-phospholipid
23	Q8TQP8	16 reduced ferredoxin [iron-sulfur] cluster
24	Q8TQP8	16 H+
25	Q8TQP8	geranylgeraniol
26	Q8TQP8	reduced ferredoxin
27	Q8TQP8	a 2,3-bis-(O-phytanyl)-sn-glycero-phospholipid
28	Q8TQP8	16 oxidized ferredoxin [iron-sulfur] cluster
29	Q8TQQ6	a 2,3-bis-(O-phytanyl)-sn-glycero-phospholipid
30	Q8TQQ6	16 oxidized ferredoxin [iron-sulfur] cluster
0	Q8LDU4	red chlorophyll catabolite
1	Q8LDU4	2 reduced ferredoxin [iron-sulfur] cluster
2	Q8LDU4	2 H+
3	Q8LDU4	more
4	Q8LDU4	primary fluorescent chlorophyll catabolite
5	Q8LDU4	NADP+
6	Q8LDU4	red chlorophyll catabolite
7	Q8LDU4	reduced acceptor
8	Q9MTQ6	red chlorophyll catabolite
9	Q9MTQ6	2 reduced ferredoxin [iron-sulfur] cluster
10	Q9MTQ6	2 H+
11	Q9MTQ6	more
12	V5K6J8	red chlorophyll catabolite
13	V5K6J8	2 reduced ferredoxin [iron-sulfur] cluster
14	V5K6J8	2 H+
15	Q1ELT7	red chlorophyll catabolite
16	Q1ELT7	2 reduced ferredoxin [iron-sulfur] cluster
17	Q1ELT7	2 H+
0	P74473	3,8-divinyl chlorophyll a
1	P74473	reduced ferredoxin [iron-sulfur] cluster
2	P74473	H+
3	P74473	3,8-divinyl chlorophyllide a
4	P74473	reduced ferredoxin [iron-sulfur] cluster
5	P74473	H+
6	P74473	3,8-divinyl chlorophyllide a
7	P74473	reduced ferredoxin [iron-sulfur] cluster
8	P74473	NADPH
9	P74473	H+
10	P74473	3,8-divinyl protochlorophyllide a
11	P74473	reduced ferredoxin [iron-sulfur] cluster
12	P74473	H+
13	P74473	3,8-divinyl protochlorophyllide a
14	P74473	reduced ferredoxin [iron-sulfur] cluster
15	P74473	NADPH
16	P74473	H+
17	P74473	more
18	B3QYX9	3,8-divinyl protochlorophyllide a
19	B3QYX9	reduced ferredoxin [iron-sulfur] cluster
20	B3QYX9	NADPH
21	B3QYX9	H+
22	B3QYX9	more
23	B0CAB4	3,8-divinyl protochlorophyllide a
24	B0CAB4	reduced ferredoxin [iron-sulfur] cluster
25	B0CAB4	H+
26	B0CAB4	NADPH
27	B0CAB4	H+
28	P74473	protochlorophyllide a
29	P74473	oxidized ferredoxin [iron-sulfur] cluster
0	B9KK02	more
0	Q6UR88	biliverdin IXa
1	Q6UR88	reduced ferredoxin
2	Q6UR88	more
3	Q6UR88	15,16-dihydrobiliverdin
4	Q6UR88	reduced ferredoxin
5	Q93TL6	15,16-dihydrobiliverdin
6	Q93TL6	oxidized ferredoxin
7	Q02189	biliverdin IXalpha
8	Q02189	reduced ferredoxin
9	Q02189	15,16-dihydrobiliverdin
10	Q02189	oxidized ferrdoxin
0	Q6UR87	15,16-dihydrobiliverdin
1	Q6UR87	reduced ferredoxin
2	Q6UR87	15,16-dihydrobiliverdin
3	Q6UR87	reduced ferredoxin
4	Q93TM8	(3Z)-phycoerythrobilin
5	Q93TM8	oxidized ferredoxin
0	Q9SR43	biliverdin IXalpha
1	Q9SR43	reduced ferredoxin
2	Q9SR43	biliverdin IXalpha
3	Q9SR43	reduced ferredoxin
4	Q9SR43	(3Z)-phytochromobilin
5	Q9SR43	oxidized ferredoxin
0	Q93TM9	(3Z)-phycocyanobilin
1	Q93TM9	oxidized ferredoxin
2	Q93TN0	biliverdin IXalpha
3	Q93TN0	reduced ferredoxin
4	Q55891	(3Z)-phycocyanobilin
5	Q55891	oxidized ferredoxin
6	Q55891	biliverdin Ixalpha
7	Q55891	reduced ferredoxin
8	Q55891	biliverdin XIIIalpha
9	Q55891	reduced ferredoxin
0	D5ANS3	protochlorophyllide
1	D5ANS3	oxidized ferredoxin
2	D5ANS3	ADP
3	D5ANS3	phosphate
4	P26163	protochlorophyllide
5	P26163	oxidized ferredoxin
6	P26163	ADP
7	P26163	phosphate
8	P26164	protochlorophyllide
9	P26164	oxidized ferredoxin
10	P26164	ADP
11	P26164	phosphate
12	P26164	more
13	Q6H058	protochlorophyllide
14	Q6H058	oxidized ferredoxin
15	Q6H058	ADP
16	Q6H058	phosphate
17	C6KHP5	protochlorophyllide
18	C6KHP5	oxidized ferredoxin
19	C6KHP5	ADP
20	C6KHP5	phosphate
21	Q6H056	protochlorophyllide
22	Q6H056	oxidized ferredoxin
23	Q6H056	ADP
24	Q6H056	phosphate
25	Q9RFD6	protochlorophyllide
26	Q9RFD6	oxidized ferredoxin
27	Q9RFD6	ADP
28	Q9RFD6	phosphate
29	Q6VQA8	chlorophyllide a
30	Q6VQA8	reduced ferredoxin
31	Q6VQA8	ATP
32	Q7VD39	protochlorophyllide a
33	Q7VD39	reduced ferredoxin
34	Q7VD39	2 ATP
35	Q7VD39	2 H2O
36	C7EP38	protochlorophyllide a
37	C7EP38	reduced ferredoxin
38	C7EP38	2 ATP
39	C7EP38	2 H2O
40	G8ITI1	protochlorophyllide a
41	G8ITI1	reduced ferredoxin
42	G8ITI1	2 ATP
43	G8ITI1	2 H2O
44	D5ANS3	protochlorophyllide a
45	D5ANS3	reduced ferredoxin
46	D5ANS3	4 ATP
47	D5ANS3	4 H2O
0	Q8VUG2	benzoyl-CoA
1	Q8VUG2	reduced acceptor
2	Q8VUG2	ATP
3	Q8VUG2	H2O
4	Q4Z8X5	benzoyl-CoA
5	Q4Z8X5	reduced acceptor
6	Q4Z8X5	ATP
7	Q4Z8X5	H2O
8	O07460	benzoyl-CoA
9	O07460	reduced acceptor
10	O07460	ATP
11	O07460	H2O
12	O07463	benzoyl-CoA
13	O07463	reduced acceptor
14	O07463	ATP
15	O07463	H2O
16	O07461	benzoyl-CoA
17	O07461	reduced acceptor
18	O07461	ATP
19	O07461	H2O
20	O07462	benzoyl-CoA
21	O07462	reduced acceptor
22	O07462	ATP
23	O07462	H2O
24	Q8VUG3	benzoyl-CoA
25	Q8VUG3	reduced acceptor
26	Q8VUG3	ATP
27	Q8VUG3	H2O
28	Q8VUG1	benzoyl-CoA
29	Q8VUG1	reduced acceptor
30	Q8VUG1	ATP
31	Q8VUG1	H2O
32	Q8VUG0	benzoyl-CoA
33	Q8VUG0	reduced acceptor
34	Q8VUG0	ATP
35	Q8VUG0	H2O
36	O87876	benzoyl-CoA
37	O87876	reduced acceptor
38	O87876	ATP
39	O87876	H2O
0	D4QEZ8	butanoyl-CoA
1	D4QEZ8	acceptor
2	D4QEZ8	butanoyl-CoA
3	D4QEZ8	FAD
4	D4QEZ8	hexanoyl-CoA
5	D4QEZ8	FAD
6	D4QEZ8	hexanoyl-CoA
7	D4QEZ8	acceptor
8	D4QEZ8	pentanoyl-CoA
9	D4QEZ8	FAD
10	D4QEZ8	pentanoyl-CoA
11	D4QEZ8	acceptor
12	P15651	butanoyl-CoA
13	P15651	acceptor
14	Q18AQ1	crotonyl-CoA
15	Q18AQ1	electron transfer flavoprotein
16	D2RIQ3	crotonyl-CoA
17	D2RIQ3	2 NADH
18	D2RIQ3	2 Fd-
19	D2RIQ3	crotonyl-CoA
20	D2RIQ3	reduced ferredoxin
21	D2RIQ3	more
0	Q39QF5	cyclohex-1-ene-1-carbonyl-CoA
1	Q39QF5	ferricenium hexafluorophosphate
2	Q39QF5	cyclohex-1-ene-1-carbonyl-CoA
3	Q39QF5	ferricenium hexafluorophosphate
4	Q39QF5	more
5	Q39QF5	cyclohex-1,5-diene-1-carbonyl-CoA
6	Q39QF5	ferricenium hexafluorophosphate+
0	Q39QF4	cyclohexane-1-carbonyl-CoA
1	Q39QF4	ferricenium hexafluorophosphate
2	Q39QF4	cyclohex-3-ene-1-carboxyl-CoA
3	Q39QF4	ferricenium hexafluorophosphate
4	Q39QF4	more
0	D3JV03	(2S)-methylsuccinyl-CoA
1	D3JV03	electron-transfer flavoprotein
0	P60584	crotonobetaine
1	P60584	reduced benzylviologen
2	P60584	gamma-butyrobetainyl-CoA
3	P60584	electron-transfer flavoprotein
4	P60584	more
5	P60584	crotonobetainyl-CoA
6	P60584	reduced benzylviologen
7	Q8GB20	crotonobetainyl-CoA
8	Q8GB20	reduced benzylviologen
9	Q8GB20	crotonobetainyl-CoA
10	Q8GB20	reduced electron-transfer flavoprotein
0	Q5W271	S-(L-prolyl)-[peptidyl-carrier protein]
1	Q5W271	electron-transfer flavoprotein
2	Q5W271	S-(L-prolyl)-[peptidyl-carrier protein PigG]
3	Q5W271	electron-transfer flavoprotein
4	Q5W271	S-(L-prolyl)-[peptidyl-carrier protein]
5	Q5W271	electron-transfer flavoprotein
0	J7TF92	3-(1H-indol-3-yl)propanoate
1	J7TF92	electron-transfer flavoprotein EtfA-EtfB
2	J7TF92	3-phenylpropanoate
3	J7TF92	electron-transfer flavoprotein EtfA-EtfB
4	J7TF92	phloretate
5	J7TF92	electron-transfer flavoprotein EtfA-EtfB
0	O07855	15-cis-4,4'-diapophytoene
1	O07855	FAD
2	O07855	all-trans-4,4'-diapo-zeta-carotene
3	O07855	FAD
4	O07855	all-trans-4,4'-diapophytofluene
5	O07855	FAD
6	O07855	15-cis-4,4'-diapophytoene
7	O07855	3 FAD
8	O07855	15-cis-4,4'-diapophytoene
9	O07855	3 FAD
0	Q9FS87	isovaleryl-CoA
1	Q9FS87	electron transfer protein
2	Q9FS87	valeryl-CoA
3	Q9FS87	acceptor
4	Q9FS87	butyryl-CoA
5	Q9FS87	acceptor
6	Q9FS87	hexanoyl-CoA
7	Q9FS87	acceptor
8	Q9FS87	octanoyl-CoA
9	Q9FS87	acceptor
10	Q75N94	isovaleryl-CoA
11	Q75N94	acceptor
12	P26440	isovaleryl-CoA
13	P26440	acceptor
14	P26440	isovaleryl-CoA
15	P26440	electron transfer protein
16	P26440	more
17	B5UB85	more
18	Q9JHI5	isovaleryl-CoA
19	Q9JHI5	acceptor
20	P12007	(S)-2-methylbutyryl-CoA
21	P12007	electron-transfer flavoprotein
22	P12007	butyryl-CoA
23	P12007	electron-transfer flavoprotein
24	P12007	hexanoyl-CoA
25	P12007	electron-transfer flavoprotein
26	P12007	isovaleryl-CoA
27	P12007	FAD
28	P12007	isovaleryl-CoA
29	P12007	electron-transfer flavoprotein
30	P12007	isovaleryl-CoA
31	P12007	electron-transfer flavoprotein
32	P12007	more
0	O16843	more
1	O16843	2-methylbutanoyl-CoA
2	O16843	electron-transfer flavoprotein
3	O16843	2-methylpentanoyl-CoA
4	O16843	electron-transfer flavoprotein
5	O16843	butyryl-CoA
6	O16843	electron-transfer flavoprotein
7	O16843	octanoyl-CoA
8	O16843	electron-transfer flavoprotein
9	O16843	pentanoyl-CoA
10	O16843	electron-transfer flavoprotein
0	Q92947	glutaryl-CoA
1	Q92947	acceptor
2	Q92947	more
3	Q92947	3-thiaglutaryl-CoA
4	Q92947	acceptor
5	Q92947	4-nitrobutyryl-CoA
6	Q92947	electron transfer protein
7	Q92947	glutaryl-CoA
8	Q92947	electron transfer protein
9	Q92947	glutaryl-CoA
10	Q92947	FAD
11	Q92947	4-nitrobutyryl-CoA
12	Q92947	acceptor
13	Q92947	glutaconyl-CoA
14	Q92947	ferrocenium hexafluorophosphate
15	Q92947	glutaconyl-CoA
16	Q92947	ferrocenium hexafluorophosphate
17	Q92947	glutaryl-CoA
18	Q92947	2,6-dichlorophenol indophenol
19	Q92947	glutaryl-CoA
20	Q92947	acceptor
21	Q92947	glutaconyl-CoA
22	Q92947	acceptor
23	Q92947	glutaconyl-CoA
24	Q92947	acceptor
25	B0EVL5	glutaryl-CoA
26	B0EVL5	ferricenium hexafluorophosphate
27	Q3JP94	glutaryl-CoA
28	Q3JP94	electron transfer flavoprotein
0	Q88K54	decanoyl-CoA
1	Q88K54	electron transfer flavoprotein
2	Q88K54	dodecanoyl-CoA
3	Q88K54	electron transfer flavoprotein
4	Q88K54	tetradecanoyl-CoA
5	Q88K54	electron transfer flavoprotein
6	Q88K54	more
0	Q8L0X1	lauroyl-CoA
1	Q8L0X1	acceptor
2	P49748	acyl-CoA
3	P49748	acceptor
4	P49748	palmitoyl-CoA
5	P49748	electron-transfer flavoprotein
6	P49748	palmitoyl-CoA
7	P49748	acceptor
8	D8L2U8	platensimycin ML1
9	D8L2U8	electron-transfer flavoprotein
0	P49748	palmitoyl-CoA
1	P49748	electron-transfer flavoprotein
2	P49748	more
3	P50544	palmitoyl-CoA
4	P50544	electron-transfer flavoprotein
0	Q08210	dihydroorotate
1	Q08210	2,3-dimethoxy-5-methyl-6-(3-methyl-2-butenyl)-1,4-benzoquinone
2	Q08210	dihydroorotate
3	Q08210	2,6-dichloroindophenol
4	Q4DEJ0	dihydroorotate
5	Q4DEJ0	fumarate
6	Q4D3W2	dihydroorotate
7	Q4D3W2	fumarate
8	Q4D3W2	(S)-dihydroorotate
9	Q4D3W2	fumarate
10	Q4D3W2	(S)-dihydroorotate
11	Q4D3W2	fumarate
12	Q4DGV2	dihydroorotate
13	Q4DGV2	fumarate
0	P32131	coproporphyrinogen-III
1	P32131	S-adenosyl-L-methionine
2	I0HU37	coproporphyrinogen III
3	I0HU37	2 S-adenosyl-L-methionine
0	A0A0S3DY11	more
1	A0A0S3DY11	Fe-coproporphyrin III
2	A0A0S3DY11	H2O2
3	A0A0S3DY11	harderoheme III
4	A0A0S3DY11	H2O2
5	A0A0S3DY11	harderoheme IV
6	A0A0S3DY11	peracetic acid
7	A0A0S3DY11	Fe-coproporphyrin III
8	A0A0S3DY11	2 H2O2
9	Q8Y5F1	Fe-coproporphyrin III
10	Q8Y5F1	H2O2
11	Q8Y5F1	Fe-coproporphyrin III
12	Q8Y5F1	H2O2
13	Q8Y5F1	harderoheme III
14	Q8Y5F1	H2O2
15	A0A0K2H9D8	Fe-coproporphyrin III
16	A0A0K2H9D8	H2O2
17	A0A0K2H9D8	Fe-coproporphyrin III
18	A0A0K2H9D8	H2O2
19	A0A0K2H9D8	harderoheme III
20	A0A0K2H9D8	H2O2
21	A0A0K2H9D8	Mn(III) coproporphyrinate III
22	A0A0K2H9D8	H2O2
23	Q8Y5F1	more
24	Q8Y5F1	Fe-coproporphyrin III
25	Q8Y5F1	2 H2O2
26	Q8Y5F1	Fe-coproporphyrin III
27	Q8Y5F1	2 H2O2
0	A0A4P7UJ54	Fe-coproporphyrin III
1	A0A4P7UJ54	2 S-adenosyl-L-methionine
2	Q46CH7	Fe-coproporphyrin III
3	Q46CH7	2 S-adenosyl-L-methionine
4	Q46CH7	Cu-coproporphyrin III
5	Q46CH7	2 S-adenosyl-L-methionine
6	Q46CH7	Zn-coproporphyrin III
7	Q46CH7	2 S-adenosyl-L-methionine
8	Q46CH7	coproporphyrin III
9	Q46CH7	2 S-adenosyl-L-methionine
0	P72222	quinoline
1	P72222	iodonitrotetrazolium chloride
2	P72222	H2O
0	Q64FW2	all-trans-retinol
1	Q64FW2	reduced acceptor
2	Q64FW2	all-trans-retinol
3	Q64FW2	reduced acceptor
4	Q5BLE8	all-trans-retinol
5	Q5BLE8	reduced acceptor
6	Q5BLE8	all-trans-retinol
7	Q5BLE8	reduced acceptor
8	Q5BLE8	all-trans-13,14-didehydroretinol
9	Q5BLE8	reduced acceptor
10	Q5BLE8	all-trans-retinol
11	Q5BLE8	reduced acceptor
12	Q5BLE8	all-trans-13,14-didehydroretinol
13	Q5BLE8	reduced acceptor
0	K7WPN7	15-cis-phytoene
1	K7WPN7	acceptor
